http://twitter.com/16191487/status/126075115686465536	http://twitter.com/account/redirect_by_id/16191487	Have never had such good customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6	0	[]
http://twitter.com/235065051/status/126863821594832897	http://twitter.com/account/redirect_by_id/235065051	Dear #twitter I have missed you. Promise i'll keep in touch more often	0	[]
http://twitter.com/53706069/status/126497976314109952	http://twitter.com/account/redirect_by_id/53706069	Mmmm Ice Cream Sandwich #Android #Google	0	[]
http://twitter.com/15653636/status/126082123743502336	http://twitter.com/account/redirect_by_id/15653636	@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint, Sprint blames @apple, I just want an honest answer.  #help	0	[]
http://twitter.com/149169335/status/126375381249966080	http://twitter.com/account/redirect_by_id/149169335	@rogerweir no but I have the option of a  replacement iPhone 4s ? Not sure if I want one after having 2 duff iPhones. @O2 @iphone4s @apple	0	[]
http://twitter.com/23153001/status/126380588822298625	http://twitter.com/account/redirect_by_id/23153001	I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!	0	[]
http://twitter.com/342046035/status/125689691927351296	http://twitter.com/account/redirect_by_id/342046035	@Apple, #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.	0	[]
http://twitter.com/5935732/status/126501869920075776	http://twitter.com/account/redirect_by_id/5935732	@kursed #Google is terrible at presentations. Hated the terrible camera interference from the huge screen behind the speakers. #headache	0	[]
http://twitter.com/105193004/status/126730748882460672	http://twitter.com/account/redirect_by_id/105193004	Is #Microsoft just another evil corporation? Beware when it comes to buying a #Windows8 PC http://t.co/QbgXXJMm	0	[]
http://twitter.com/178008524/status/126862443275235328	http://twitter.com/account/redirect_by_id/178008524	I love #twitter #twitterswag	1	[' love ']
http://twitter.com/294440292/status/126510551789604864	http://twitter.com/account/redirect_by_id/294440292	#Google's #IceCreamSandwich was revealed. I'm getting an #Android whenever I get a new phone, but I'm keeping my #iPhone for now.	0	[]
http://twitter.com/59131605/status/126662601139695616	http://twitter.com/account/redirect_by_id/59131605	Which planet is he living on? #Microsoft #CEO #Fail #palmface http://t.co/3zcq60SF	0	[]
http://twitter.com/62929773/status/126882964582838272	http://twitter.com/account/redirect_by_id/62929773	RT @mainey_maine: RT @ItalianJoya i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird, (cont) http://t.co/ ...	0	[]
http://twitter.com/168883597/status/125365581170999296	http://twitter.com/account/redirect_by_id/168883597	Dear @Apple: You must let me turn off iCloud to save bandwidth and NOT delete EVERY document on my iPad. That's BULLSHIT!	0	[]
http://twitter.com/20706182/status/125963262733991936	http://twitter.com/account/redirect_by_id/20706182	@Apple - #Siri is not working due to 'network problem'? Seriously? Can you fix this? #iPhone4s #Fail	0	[]
http://twitter.com/28923411/status/126311981564178432	http://twitter.com/account/redirect_by_id/28923411	---» RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?	0	[]
http://twitter.com/19634734/status/126379685453119488	http://twitter.com/account/redirect_by_id/19634734	The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace	0	[]
http://twitter.com/16384038/status/126879964619485185	http://twitter.com/account/redirect_by_id/16384038	Anyone in #twitter land know if retweets are broken? Haven't seen any since Tuesday.	0	[]
http://twitter.com/14178066/status/126659125751971840	http://twitter.com/account/redirect_by_id/14178066	Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft	0	[]
http://twitter.com/254936159/status/126633708315873280	http://twitter.com/account/redirect_by_id/254936159	RT @fran_mac_ I have been blown away by technological innovations.... #microsoft should do more #marketing!!	0	[]
http://twitter.com/15471060/status/125442137302110208	http://twitter.com/account/redirect_by_id/15471060	This is the first time I've been unhappy with any @apple product... Disappointed, and the Internet seems as confused as I am right now.	0	[]
http://twitter.com/15566012/status/126498734409396224	http://twitter.com/account/redirect_by_id/15566012	Thanks Android for admitting you're ugly. New font is a good start! #ics #google	0	[]
http://twitter.com/177936357/status/126488454921068544	http://twitter.com/account/redirect_by_id/177936357	Icecream Sandwich looking good so far. #android #google	0	[]
http://twitter.com/14883342/status/125699573799845888	http://twitter.com/account/redirect_by_id/14883342	@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.	0	[]
http://twitter.com/18623575/status/125667241978114048	http://twitter.com/account/redirect_by_id/18623575	So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac	0	[]
http://twitter.com/15395708/status/126388194194362369	http://twitter.com/account/redirect_by_id/15395708	Seriously - I have absolutely no offing clue what @Apple means by 'authorization', nor how to do it.	0	[]
